,Unnamed: 0,question,masked_question,masked_question_toks,query,schema_toks,tables,columns,sql_keywords,join_involved,keywords_pred,accuracy_on_target,accuracy_on_prediction
5866,5866,Show the average transaction amount for different transaction types.,Show the average [MASK] [MASK] for different [MASK] [MASK],"['Show', 'the', 'average', '[MASK]', '[MASK]', 'for', 'different', '[MASK]', '[MASK]']","SELECT transaction_type_code ,  avg(amount_of_transaction) FROM TRANSACTIONS GROUP BY transaction_type_code","['TRANSACTIONS', 'amount_of_transaction', 'transaction_type_code']","[('TRANSACTIONS', '')]","['amount_of_transaction', 'transaction_type_code']","group,select,from,avg",False,"['group', 'avg']",1.0,1.0
1233,1233,"What are the guest first name, start date, and end date of each apartment booking?",What are the [MASK] [MASK] [MASK] [MASK] [MASK] and end [MASK] of each [MASK] [MASK],"['What', 'are', 'the', '[MASK]', '[MASK]', '[MASK]', '[MASK]', '[MASK]', 'and', 'end', '[MASK]', 'of', 'each', '[MASK]', '[MASK]']","SELECT T2.guest_first_name ,  T1.booking_start_date ,  T1.booking_start_date FROM Apartment_Bookings AS T1 JOIN Guests AS T2 ON T1.guest_id  =  T2.guest_id","['Guests', 'Apartment_Bookings', 'guest_first_name', 'booking_start_date', 'guest_id']","[('Guests', 'T2'), ('Apartment_Bookings', 'T1')]","['guest_first_name', 'booking_start_date', 'guest_id']","select,join,from,as",True,"['join', 'as']",1.0,1.0
7615,7615,List top 3 highest Rating  TV series. List the TV series's Episode and Rating.,List top 3 highest [MASK] TV [MASK] List the TV [MASK] [MASK] and [MASK],"['List', 'top', '3', 'highest', '[MASK]', 'TV', '[MASK]', 'List', 'the', 'TV', '[MASK]', '[MASK]', 'and', '[MASK]']","SELECT Episode ,  Rating FROM TV_series ORDER BY Rating DESC LIMIT 3;","['TV_series', 'Rating', 'Episode']","[('TV_series', '')]","['Rating', 'Episode']","limit,order,select,desc,from",False,"['limit', 'order', 'desc']",1.0,1.0
6699,6699,How many lessons have been cancelled?,How many [MASK] have been [MASK],"['How', 'many', '[MASK]', 'have', 'been', '[MASK]']","SELECT count(*) FROM Lessons WHERE lesson_status_code = ""Cancelled"";","['Lessons', 'lesson_status_code', 'Cancelled']","[('Lessons', '')]","['lesson_status_code', 'Cancelled']","select,count,from,where",False,"['distinct', 'count']",0.5,0.5
6433,6433,List ids and details for all projects.,List [MASK] and [MASK] for all [MASK],"['List', '[MASK]', 'and', '[MASK]', 'for', 'all', '[MASK]']","SELECT project_id ,  project_details FROM Projects","['Projects', 'project_details', 'project_id']","[('Projects', '')]","['project_details', 'project_id']","select,from",False,"['join', 'as']",,
3800,3800,List each test result and its count in descending order of count.,List each [MASK] [MASK] and its count in descending order of count.,"['List', 'each', '[MASK]', '[MASK]', 'and', 'its', 'count', 'in', 'descending', 'order', 'of', 'count.']","SELECT test_result ,  COUNT(*) FROM Student_Tests_Taken GROUP BY test_result ORDER BY COUNT(*) DESC","['Student_Tests_Taken', 'test_result']","[('Student_Tests_Taken', '')]",['test_result'],"group,count,order,select,desc,from",False,"['group', 'count', 'order', 'desc']",1.0,1.0
6571,6571,What are the average prices and cases of wines produced in the year of 2009 and made of Zinfandel grape?,What are the average [MASK] and [MASK] of [MASK] produced in the [MASK] of 2009 and made of [MASK] [MASK],"['What', 'are', 'the', 'average', '[MASK]', 'and', '[MASK]', 'of', '[MASK]', 'produced', 'in', 'the', '[MASK]', 'of', '2009', 'and', 'made', 'of', '[MASK]', '[MASK]']","SELECT AVG(Price) ,  AVG(Cases) FROM WINE WHERE YEAR  =  2009 AND Grape  =  ""Zinfandel""","['WINE', 'Zinfandel', 'YEAR', 'Price', 'Grape', 'Cases']","[('WINE', '')]","['Zinfandel', 'YEAR', 'Price', 'Grape', 'Cases']","from,and,avg,select,where",False,"['where', 'as', 'join', 'avg']",0.6666666666666666,0.5
1585,1585,Show ids for all transactions whose amounts are greater than the average.,Show [MASK] for all [MASK] whose [MASK] are greater than the average.,"['Show', '[MASK]', 'for', 'all', '[MASK]', 'whose', '[MASK]', 'are', 'greater', 'than', 'the', 'average.']",SELECT transaction_id FROM Financial_transactions WHERE transaction_amount  >  (SELECT avg(transaction_amount) FROM Financial_transactions),"['Financial_transactions', 'transaction_amount', 'transaction_id']","[('Financial_transactions', '')]","['transaction_amount', 'transaction_id']","select,avg,from,where",False,"['avg', 'where']",1.0,1.0
5913,5913,What are the star rating descriptions of the hotels with price above 10000?,What are the [MASK] [MASK] [MASK] of the [MASK] with [MASK] above 10000?,"['What', 'are', 'the', '[MASK]', '[MASK]', '[MASK]', 'of', 'the', '[MASK]', 'with', '[MASK]', 'above', '10000?']",SELECT T2.star_rating_description FROM HOTELS AS T1 JOIN Ref_Hotel_Star_Ratings AS T2 ON T1.star_rating_code  =  T2.star_rating_code WHERE T1.price_range  >  10000,"['HOTELS', 'Ref_Hotel_Star_Ratings', 'star_rating_code', 'star_rating_description', 'price_range']","[('HOTELS', 'T1'), ('Ref_Hotel_Star_Ratings', 'T2')]","['star_rating_code', 'star_rating_description', 'price_range']","as,join,from,select,where",True,"['as', 'join', 'where']",1.0,1.0
1946,1946,What are the title and director of each film?,What are the [MASK] and [MASK] of each [MASK],"['What', 'are', 'the', '[MASK]', 'and', '[MASK]', 'of', 'each', '[MASK]']","SELECT title ,  directed_by FROM film","['film', 'directed_by', 'title']","[('film', '')]","['directed_by', 'title']","select,from",False,[],,
6233,6233,Give the classes that have more than two captains.,Give the [MASK] that have more than two [MASK],"['Give', 'the', '[MASK]', 'that', 'have', 'more', 'than', 'two', '[MASK]']",SELECT CLASS FROM captain GROUP BY CLASS HAVING count(*)  >  2,"['captain', 'CLASS']","[('captain', '')]",['CLASS'],"group,count,having,select,from",False,"['group', 'count', 'having']",1.0,1.0
1591,1591,Show the account id with most number of transactions.,Show the [MASK] [MASK] with most number of [MASK],"['Show', 'the', '[MASK]', '[MASK]', 'with', 'most', 'number', 'of', '[MASK]']",SELECT account_id FROM Financial_transactions GROUP BY account_id ORDER BY count(*) DESC LIMIT 1,"['Financial_transactions', 'account_id']","[('Financial_transactions', '')]",['account_id'],"group,limit,count,order,select,desc,from",False,"['group', 'limit', 'count', 'order', 'desc']",1.0,1.0
4217,4217,"What are the employee ids of the employees whose role name is ""Human Resource"" or ""Manager""?",What are the [MASK] [MASK] of the [MASK] whose [MASK] [MASK] is [MASK] [MASK] or [MASK],"['What', 'are', 'the', '[MASK]', '[MASK]', 'of', 'the', '[MASK]', 'whose', '[MASK]', '[MASK]', 'is', '[MASK]', '[MASK]', 'or', '[MASK]']","SELECT T1.employee_id FROM Employees AS T1 JOIN ROLES AS T2 ON T1.role_code  =  T2.role_code WHERE T2.role_name  =  ""Human Resource"" OR T2.role_name  =  ""Manager""","['Employees', 'ROLES', 'role_code', 'Human Resource', 'employee_id', 'Manager', 'role_name']","[('Employees', 'T1'), ('ROLES', 'T2')]","['role_code', 'Human Resource', 'employee_id', 'Manager', 'role_name']","as,join,from,or,select,where",True,"['or', 'where']",0.5,1.0
656,656,Please show the most common age of editors.,Please show the most common [MASK] of [MASK],"['Please', 'show', 'the', 'most', 'common', '[MASK]', 'of', '[MASK]']",SELECT Age FROM editor GROUP BY Age ORDER BY COUNT(*) DESC LIMIT 1,"['editor', 'Age']","[('editor', '')]",['Age'],"group,limit,count,order,select,desc,from",False,"['group', 'limit', 'count', 'order', 'desc']",1.0,1.0
5887,5887,What are the price ranges of hotels?,What are the [MASK] [MASK] of [MASK],"['What', 'are', 'the', '[MASK]', '[MASK]', 'of', '[MASK]']",SELECT price_range FROM HOTELS,"['HOTELS', 'price_range']","[('HOTELS', '')]",['price_range'],"select,from",False,"['join', 'as']",,
2199,2199,List the forenames of all distinct drivers in alphabetical order?,List the [MASK] of all distinct [MASK] in alphabetical order?,"['List', 'the', '[MASK]', 'of', 'all', 'distinct', '[MASK]', 'in', 'alphabetical', 'order?']",SELECT DISTINCT forename FROM drivers ORDER BY forename ASC,"['drivers', 'forename']","[('drivers', '')]",['forename'],"distinct,asc,order,select,from",False,"['distinct', 'order']",0.6666666666666666,1.0
7730,7730,What is the average GNP and total population in all nations whose government is US territory?,What is the average GNP and total [MASK] in all [MASK] whose [MASK] is US [MASK],"['What', 'is', 'the', 'average', 'GNP', 'and', 'total', '[MASK]', 'in', 'all', '[MASK]', 'whose', '[MASK]', 'is', 'US', '[MASK]']","SELECT avg(GNP) ,  sum(population) FROM country WHERE GovernmentForm  =  ""US Territory""","['country', 'US Territory', 'GNP', 'population', 'GovernmentForm']","[('country', '')]","['US Territory', 'GNP', 'population', 'GovernmentForm']","sum,from,avg,select,where",False,"['sum', 'avg', 'where']",1.0,1.0
3184,3184,What is the school code of the accounting department?,What is the [MASK] [MASK] of the [MASK] [MASK],"['What', 'is', 'the', '[MASK]', '[MASK]', 'of', 'the', '[MASK]', '[MASK]']","SELECT school_code FROM department WHERE dept_name  =  ""Accounting""","['department', 'school_code', 'Accounting', 'dept_name']","[('department', '')]","['school_code', 'Accounting', 'dept_name']","select,from,where",False,"['as', 'join', 'where']",1.0,0.3333333333333333
6203,6203,How many roller coasters are there?,How many [MASK] [MASK] are there?,"['How', 'many', '[MASK]', '[MASK]', 'are', 'there?']",SELECT count(*) FROM roller_coaster,['roller_coaster'],"[('roller_coaster', '')]",[],"select,count,from",False,['count'],1.0,1.0
1896,1896,List all the names of schools with an endowment amount smaller than or equal to 10.,List all the [MASK] of [MASK] with an [MASK] [MASK] smaller than or equal to 10.,"['List', 'all', 'the', '[MASK]', 'of', '[MASK]', 'with', 'an', '[MASK]', '[MASK]', 'smaller', 'than', 'or', 'equal', 'to', '10.']",SELECT T2.school_name FROM endowment AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id GROUP BY T1.school_id HAVING sum(T1.amount)  <=  10,"['endowment', 'school', 'school_name', 'amount', 'school_id']","[('endowment', 'T1'), ('school', 'T2')]","['school_name', 'amount', 'school_id']","as,group,join,sum,having,select,from",True,"['where', 'as', 'join']",0.4,0.6666666666666666
6034,6034,How many different students play games?,How many different [MASK] [MASK] [MASK],"['How', 'many', 'different', '[MASK]', '[MASK]', '[MASK]']",SELECT count(DISTINCT StuID) FROM Plays_games,"['Plays_games', 'StuID']","[('Plays_games', '')]",['StuID'],"distinct,select,count,from",False,"['distinct', 'count']",1.0,1.0
3558,3558,What countries are the female artists who sung in the language Bangla from?,What [MASK] are the [MASK] [MASK] who sung in the [MASK] [MASK] from?,"['What', '[MASK]', 'are', 'the', '[MASK]', '[MASK]', 'who', 'sung', 'in', 'the', '[MASK]', '[MASK]', 'from?']","SELECT T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female"" AND T2.languages  =  ""bangla""","['song', 'artist', 'bangla', 'country', 'Female', 'languages', 'gender', 'artist_name']","[('song', 'T2'), ('artist', 'T1')]","['bangla', 'country', 'Female', 'languages', 'gender', 'artist_name']","as,join,from,and,select,where",True,"['or', 'where', 'as', 'join']",0.75,0.75
4226,4226,Show the location codes and the number of documents in each location.,Show the [MASK] [MASK] and the number of [MASK] in each [MASK],"['Show', 'the', '[MASK]', '[MASK]', 'and', 'the', 'number', 'of', '[MASK]', 'in', 'each', '[MASK]']","SELECT location_code ,  count(*) FROM Document_locations GROUP BY location_code","['Document_locations', 'location_code']","[('Document_locations', '')]",['location_code'],"select,count,from,group",False,"['count', 'group', 'as', 'join']",1.0,0.5
5581,5581,What is the description of the product category with the code 'Spices'?,What is the [MASK] of the [MASK] [MASK] with the [MASK] [MASK],"['What', 'is', 'the', '[MASK]', 'of', 'the', '[MASK]', '[MASK]', 'with', 'the', '[MASK]', '[MASK]']","SELECT product_category_description FROM ref_product_categories WHERE product_category_code  =  ""Spices""","['ref_product_categories', 'product_category_description', 'Spices', 'product_category_code']","[('ref_product_categories', '')]","['product_category_description', 'Spices', 'product_category_code']","select,from,where",False,['where'],1.0,1.0
1722,1722,"List the name and residence for players whose occupation is not ""Researcher"".",List the [MASK] and [MASK] for [MASK] whose [MASK] is not [MASK],"['List', 'the', '[MASK]', 'and', '[MASK]', 'for', '[MASK]', 'whose', '[MASK]', 'is', 'not', '[MASK]']","SELECT Player_name ,  residence FROM player WHERE Occupation != ""Researcher""","['player', 'Researcher', 'Occupation', 'residence', 'Player_name']","[('player', '')]","['Researcher', 'Occupation', 'residence', 'Player_name']","select,from,where",False,['where'],1.0,1.0
6994,6994,List all company names with a book published by Alyson.,List all [MASK] [MASK] with a [MASK] [MASK] by Alyson.,"['List', 'all', '[MASK]', '[MASK]', 'with', 'a', '[MASK]', '[MASK]', 'by', 'Alyson.']",SELECT T1.company_name FROM culture_company AS T1 JOIN book_club AS T2 ON T1.book_club_id  =  T2.book_club_id WHERE T2.publisher  =  'Alyson',"['book_club', 'culture_company', 'book_club_id', 'publisher', 'company_name']","[('book_club', 'T2'), ('culture_company', 'T1')]","['book_club_id', 'publisher', 'company_name']","as,join,from,select,where",True,"['as', 'join', 'where']",1.0,1.0
133,133,Which start station had the most trips starting from August? Give me the name and id of the station.,Which [MASK] [MASK] had the most [MASK] [MASK] from August? Give me the [MASK] and [MASK] of the [MASK],"['Which', '[MASK]', '[MASK]', 'had', 'the', 'most', '[MASK]', '[MASK]', 'from', 'August?', 'Give', 'me', 'the', '[MASK]', 'and', '[MASK]', 'of', 'the', '[MASK]']","SELECT start_station_name ,  start_station_id FROM trip WHERE start_date LIKE ""8/%"" GROUP BY start_station_name ORDER BY COUNT(*) DESC LIMIT 1","['trip', '8/%', 'start_station_name', 'start_date', 'start_station_id']","[('trip', '')]","['8/%', 'start_station_name', 'start_date', 'start_station_id']","like,group,limit,count,order,where,select,desc,from",False,"['group', 'limit', 'count', 'order', 'desc']",0.7142857142857143,1.0
4096,4096,How many companies are headquartered in the US?,How many [MASK] are [MASK] in the US?,"['How', 'many', '[MASK]', 'are', '[MASK]', 'in', 'the', 'US?']",SELECT count(*) FROM company WHERE Headquarters  =  'USA',"['company', 'Headquarters']","[('company', '')]",['Headquarters'],"select,count,from,where",False,"['count', 'where']",1.0,1.0
6615,6615,Show the station name with greatest number of trains.,Show the [MASK] [MASK] with greatest number of [MASK],"['Show', 'the', '[MASK]', '[MASK]', 'with', 'greatest', 'number', 'of', '[MASK]']",SELECT T2.name FROM train_station AS T1 JOIN station AS T2 ON T1.station_id  =  T2.station_id GROUP BY T1.station_id ORDER BY count(*) DESC LIMIT 1,"['station', 'train_station', 'station_id', 'name']","[('station', 'T2'), ('train_station', 'T1')]","['station_id', 'name']","as,group,join,limit,count,order,select,desc,from",True,"['group', 'limit', 'count', 'order', 'desc']",0.7142857142857143,1.0
4347,4347,What is the total amount of grant money given to each organization and what is its id?,What is the total [MASK] of [MASK] money given to each [MASK] and what is its id?,"['What', 'is', 'the', 'total', '[MASK]', 'of', '[MASK]', 'money', 'given', 'to', 'each', '[MASK]', 'and', 'what', 'is', 'its', 'id?']","SELECT sum(grant_amount) ,  organisation_id FROM Grants GROUP BY organisation_id","['Grants', 'grant_amount', 'organisation_id']","[('Grants', '')]","['grant_amount', 'organisation_id']","select,sum,from,group",False,"['as', 'join', 'sum', 'and', 'where']",0.5,0.2
5165,5165,What are the names of the clients who do not have any booking?,What are the [MASK] of the [MASK] who do not have any [MASK],"['What', 'are', 'the', '[MASK]', 'of', 'the', '[MASK]', 'who', 'do', 'not', 'have', 'any', '[MASK]']",SELECT Customer_Name FROM Clients EXCEPT SELECT T2.Customer_Name FROM Bookings AS T1 JOIN Clients AS T2 ON T1.Customer_ID  =  T2.Client_ID,"['Clients', 'Clients', 'Bookings', 'Customer_Name', 'Customer_ID', 'Client_ID']","[('Clients', ''), ('Clients', 'T2'), ('Bookings', 'T1')]","['Customer_Name', 'Customer_ID', 'Client_ID']","as,except,join,select,from",True,"['where', 'in', 'not']",0.0,0.0
1887,1887,"List the name, location, mascot for all schools.",List the [MASK] [MASK] [MASK] for all [MASK],"['List', 'the', '[MASK]', '[MASK]', '[MASK]', 'for', 'all', '[MASK]']","SELECT school_name ,  LOCATION ,  mascot FROM school","['school', 'mascot', 'LOCATION', 'school_name']","[('school', '')]","['mascot', 'LOCATION', 'school_name']","select,from",False,[],,
4795,4795,Find the name of the most expensive hardware product.,Find the [MASK] of the most expensive hardware [MASK],"['Find', 'the', '[MASK]', 'of', 'the', 'most', 'expensive', 'hardware', '[MASK]']",SELECT product_name FROM products WHERE product_type_code  =  'Hardware' ORDER BY product_price DESC LIMIT 1,"['products', 'product_price', 'product_name', 'product_type_code']","[('products', '')]","['product_price', 'product_name', 'product_type_code']","limit,order,where,select,desc,from",False,"['limit', 'order', 'desc']",0.75,1.0
